Estilo,Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
seda,2011,302.0,6.0,43.45218,56380
seda,2013,201.0,4.0,49.88954,30510
cupe,2010,260.0,4.0,48.2802,24535
cupe,2017,350.0,6.0,41.84284,41990
picape cabine dupla,2016,261.0,6.0,33.79614,27960
seda,2016,150.0,4.0,69.20162,36700
seda,2004,225.0,6.0,43.45218,31725
cupe,2014,318.0,6.0,43.45218,39495
seda,2016,170.0,4.0,61.15492,28410
SUV 4 portas,1992,160.0,6.0,32.1868,2000
perua,2014,158.0,4.0,45.06152,16970
hatchback 4 portas,2017,174.0,4.0,64.3736,25300
seda,2012,280.0,6.0,45.06152,35550
hatchback 4 portas,2016,130.0,4.0,61.15492,18600
seda,2004,200.0,6.0,43.45218,23480
hatchback 2 portas,2017,210.0,4.0,46.67086,32550
minivan de passageiros,2010,197.0,6.0,37.01482,33600
SUV 4 portas,2003,240.0,6.0,30.57746,34750
minivan de passageiros,2015,283.0,6.0,40.2335,28395
SUV 4 portas,2016,254.0,6.0,46.67086,71450
seda,2014,170.0,4.0,77.24832,30245
SUV 2 portas,1998,95.0,4.0,41.84284,2000
cupe,1999,150.0,4.0,57.93624,2000
picape cabine simples,1995,240.0,8.0,24.1401,4508
conversivel,1992,228.0,6.0,33.79614,3814
seda,2016,140.0,4.0,64.3736,19835
SUV 4 portas,2015,240.0,4.0,48.2802,41100
seda,2014,210.0,4.0,53.10822,24535
minivan de passageiros,2017,296.0,6.0,43.45218,29750
conversivel,1990,200.0,4.0,37.01482,2000
picape cabine estendida,2016,159.0,4.0,37.01482,23660
SUV 4 portas,2016,355.0,8.0,37.01482,48315
seda,1993,275.0,8.0,27.35878,2650
SUV 4 portas,2015,138.0,4.0,53.10822,26155
SUV 4 portas,2016,355.0,8.0,37.01482,57000
hatchback 2 portas,2015,170.0,4.0,53.10822,20195
seda,1993,170.0,6.0,41.84284,2000
picape cabine estendida,2002,190.0,6.0,28.96812,24063
picape cabine dupla,2015,261.0,6.0,33.79614,31510
picape cabine dupla,2015,285.0,6.0,35.40548,42635
seda,2006,340.0,8.0,35.40548,58100
seda,2005,232.0,6.0,38.62416,32640
SUV 4 portas,2015,170.0,4.0,51.49888,24140
minivan de passageiros,1990,90.0,4.0,25.74944,2000
picape cabine simples,1997,200.0,6.0,28.96812,2580
van de carga,1995,165.0,6.0,32.1868,2000
picape cabine dupla,2016,355.0,8.0,35.40548,43260
picape cabine estendida,2008,210.0,6.0,30.57746,27935
seda,2002,275.0,8.0,37.01482,39775
hatchback 4 portas,2015,201.0,4.0,46.67086,21890
SUV 4 portas,2017,302.0,4.0,46.67086,46350
SUV 4 portas,2015,265.0,6.0,43.45218,42400
conversivel,2015,158.0,4.0,45.06152,27505
conversivel,1992,100.0,4.0,46.67086,2000
seda,2014,160.0,4.0,65.98294,19995
SUV 4 portas,2009,390.0,8.0,25.74944,39330
seda,2015,292.0,6.0,43.45218,40570
cupe,2004,175.0,6.0,43.45218,23530
hatchback 4 portas,2016,148.0,4.0,59.54558,23095
cupe,2015,330.0,6.0,40.2335,47700
cupe,1993,140.0,6.0,41.84284,2000
cupe,1992,162.0,6.0,37.01482,2000
hatchback 2 portas,1991,110.0,4.0,56.3269,2000
hatchback 4 portas,2013,300.0,6.0,37.01482,50920
seda,2000,236.0,5.0,40.2335,2608
seda,2016,132.0,4.0,59.54558,19365
picape cabine estendida,1997,220.0,8.0,27.35878,3156
SUV 4 portas,1999,215.0,6.0,28.96812,2934
SUV 4 portas,2015,260.0,6.0,45.06152,32620
picape cabine dupla,2007,210.0,6.0,32.1868,24005
seda,2016,210.0,4.0,53.10822,29280
hatchback 4 portas,2010,138.0,4.0,48.2802,17195
hatchback 2 portas,2002,310.0,8.0,37.01482,28025
hatchback 4 portas,2007,217.0,6.0,45.06152,23915
minivan de passageiros,2017,296.0,6.0,43.45218,42800
picape cabine simples,2016,285.0,6.0,35.40548,31655
hatchback 4 portas,2013,158.0,4.0,46.67086,21455
seda,2017,155.0,4.0,59.54558,21495
hatchback 4 portas,2004,108.0,4.0,54.71756,12480
conversivel,2015,210.0,4.0,49.88954,33995
cupe,2015,350.0,6.0,41.84284,41990
cupe,1999,290.0,8.0,37.01482,4031
picape cabine estendida,1996,190.0,6.0,32.1868,2506
cupe,2017,205.0,4.0,46.67086,29695
picape cabine dupla,2016,385.0,8.0,35.40548,50350
SUV 4 portas,2016,250.0,5.0,41.84284,41350
hatchback 4 portas,2013,200.0,4.0,53.10822,26195
seda,2015,300.0,6.0,45.06152,43950
picape cabine simples,2009,143.0,4.0,41.84284,16060
cupe,1993,81.0,4.0,48.2802,2000
cupe,1996,164.0,6.0,38.62416,2000
picape cabine estendida,2000,160.0,6.0,30.57746,3579
SUV 4 portas,2017,200.0,4.0,45.06152,41300
cupe,2006,157.0,4.0,48.2802,23405
cupe,1994,92.0,4.0,56.3269,2000
SUV 4 portas,2014,340.0,6.0,37.01482,62600
SUV 4 portas,2016,245.0,4.0,45.06152,30695
cupe,1991,145.0,6.0,37.01482,2000
SUV 4 portas,2015,260.0,6.0,43.45218,29780
seda,2015,268.0,6.0,49.88954,40440
SUV 4 portas,2017,308.0,6.0,45.06152,53035
SUV 4 portas,2004,165.0,6.0,32.1868,22715
picape cabine simples,2015,285.0,6.0,35.40548,32395
minivan de passageiros,2003,185.0,6.0,38.62416,26140
picape cabine dupla,2017,385.0,8.0,35.40548,50580
hatchback 4 portas,2016,173.0,4.0,53.10822,18090
cupe,2017,185.0,4.0,54.71756,30995
cupe,2016,485.0,8.0,37.01482,42795
cupe,1998,225.0,6.0,35.40548,20596
SUV 4 portas,2016,290.0,6.0,40.2335,34500
SUV 4 portas,2015,261.0,6.0,35.40548,25670
picape cabine estendida,2015,282.0,6.0,40.2335,30090
seda,2000,170.0,6.0,43.45218,2000
SUV 4 portas,2015,240.0,4.0,41.84284,45570
hatchback 2 portas,1992,82.0,4.0,53.10822,2000
seda,2016,329.0,6.0,46.67086,63100
cupe,2008,210.0,6.0,43.45218,27155
minivan de passageiros,2016,283.0,6.0,40.2335,22595
SUV 4 portas,2011,171.0,4.0,41.84284,24350
seda,1996,276.0,6.0,32.1868,3996
SUV 4 portas,2017,308.0,6.0,45.06152,56495
picape cabine estendida,2014,317.0,8.0,27.35878,34640
cupe,2017,185.0,4.0,54.71756,28995
minivan de passageiros,2016,260.0,6.0,43.45218,43230
cupe,2016,200.0,4.0,54.71756,30610
hatchback 4 portas,2013,200.0,4.0,49.88954,25095
seda,2015,274.0,4.0,49.88954,35500
SUV 4 portas,2015,138.0,4.0,54.71756,20120
SUV 4 portas,2016,302.0,4.0,45.06152,47750
SUV 4 portas,2015,290.0,6.0,37.01482,32700
cupe,2015,200.0,4.0,48.2802,29490
SUV 4 portas,2016,250.0,4.0,45.06152,29195
picape cabine estendida,2007,285.0,8.0,28.96812,27250
seda,2009,292.0,8.0,35.40548,40205
seda,2014,416.0,8.0,37.01482,63600
seda,1999,79.0,4.0,62.76426,2000
picape cabine dupla,2010,390.0,8.0,28.96812,40495
seda,1992,176.0,5.0,38.62416,2000
cupe,1994,222.0,6.0,37.01482,2350
cupe,2007,293.0,6.0,37.01482,34050
perua,2011,210.0,4.0,43.45218,37020
hatchback 4 portas,1992,93.0,4.0,46.67086,2000
hatchback 4 portas,2012,98.0,4.0,70.81096,20275
SUV 4 portas,2017,148.0,4.0,48.2802,22495
conversivel,2016,200.0,4.0,48.2802,31995
picape cabine dupla,2015,261.0,6.0,33.79614,31360
seda,2014,210.0,4.0,53.10822,27455
SUV 2 portas,1990,160.0,6.0,35.40548,2000
picape cabine dupla,2015,285.0,6.0,35.40548,42935
seda,2017,132.0,4.0,56.3269,21665
SUV 4 portas,2015,300.0,6.0,43.45218,59600
cupe,2010,330.0,6.0,40.2335,40400
van de passageiros,2014,280.0,8.0,27.35878,31865
SUV 4 portas,2017,362.0,6.0,35.40548,68700
SUV 4 portas,2015,302.0,6.0,38.62416,48300
SUV 4 portas,2017,365.0,6.0,30.57746,51861
cupe,1996,222.0,6.0,35.40548,3107
picape cabine dupla,2007,295.0,8.0,27.35878,35520
picape cabine dupla,2007,295.0,8.0,30.57746,32330
cupe,1995,92.0,4.0,53.10822,2000
picape cabine estendida,2002,120.0,4.0,37.01482,21474
SUV 4 portas,2011,166.0,4.0,40.2335,20825
seda,2017,212.0,4.0,75.63898,35955
hatchback 2 portas,2016,101.0,4.0,64.3736,17900
picape cabine estendida,1996,134.0,4.0,28.96812,2647
picape cabine estendida,2001,207.0,6.0,28.96812,22085
SUV 4 portas,2008,252.0,6.0,35.40548,26749
hatchback 4 portas,2016,138.0,4.0,59.54558,15495
SUV 4 portas,2016,240.0,4.0,46.67086,33260
seda,2016,415.0,8.0,32.1868,46575
hatchback 4 portas,2013,98.0,4.0,70.81096,23790
minivan de passageiros,2000,158.0,6.0,37.01482,2331
cupe,2006,330.0,6.0,35.40548,45170
picape cabine simples,1998,220.0,8.0,25.74944,3487
SUV Conversível,2017,240.0,4.0,45.06152,51100
picape cabine estendida,2007,285.0,8.0,28.96812,28410
seda,1993,110.0,4.0,51.49888,2000
minivan de passageiros,1995,138.0,4.0,32.1868,2000
cupe,2017,460.0,8.0,40.2335,70195
SUV 4 portas,2015,381.0,8.0,27.35878,64320
SUV 4 portas,2017,180.0,4.0,46.67086,27035
conversivel,2005,138.0,4.0,48.2802,26145
SUV 4 portas,2003,302.0,8.0,27.35878,45125
minivan de passageiros,2015,266.0,6.0,40.2335,39780
SUV 4 portas,2012,332.0,8.0,37.01482,55280
seda,2015,292.0,6.0,49.88954,29995
cupe,1992,217.0,6.0,33.79614,2248
van de passageiros,1996,145.0,6.0,24.1401,2000
cupe,2001,130.0,4.0,49.88954,12340
seda,2016,210.0,4.0,53.10822,28020
hatchback 4 portas,2015,292.0,4.0,48.2802,39090
seda,2007,138.0,4.0,51.49888,16995
conversivel,2017,160.0,4.0,56.3269,24995
perua,2013,270.0,6.0,41.84284,41105
seda,2017,147.0,4.0,61.15492,18150
seda,2015,292.0,4.0,49.88954,41100
seda,2013,200.0,4.0,53.10822,23945
cupe,1994,236.0,4.0,38.62416,4191
picape cabine simples,2015,285.0,6.0,35.40548,37500
SUV 4 portas,2016,227.0,4.0,45.06152,35970
seda,2001,122.0,4.0,48.2802,14199
seda,1999,132.0,4.0,53.10822,2000
seda,2016,333.0,6.0,48.2802,57400
conversivel,1993,94.0,4.0,43.45218,2000
seda,2006,260.0,6.0,41.84284,24330
hatchback 2 portas,2007,138.0,4.0,45.06152,16695
picape cabine dupla,2017,261.0,6.0,33.79614,35160
SUV 2 portas,2015,240.0,4.0,48.2802,49900
picape cabine simples,1997,220.0,8.0,27.35878,2577
SUV 4 portas,2015,270.0,6.0,38.62416,42370
perua,2012,318.0,6.0,41.84284,44190
seda,2017,268.0,4.0,38.62416,30195
picape cabine simples,2010,310.0,8.0,28.96812,25365
hatchback 4 portas,2015,220.0,4.0,54.71756,29880
conversivel,1997,185.0,4.0,40.2335,2078
minivan de passageiros,2003,185.0,6.0,35.40548,33790
seda,2016,220.0,4.0,51.49888,39100
hatchback 4 portas,2015,138.0,4.0,56.3269,17845
hatchback 2 portas,2015,170.0,4.0,59.54558,19295
seda,2016,208.0,4.0,49.88954,33950
SUV 4 portas,2017,141.0,4.0,49.88954,26140
SUV 4 portas,2016,184.0,4.0,53.10822,23195
minivan de passageiros,2000,158.0,6.0,37.01482,2317
SUV 4 portas,2015,170.0,4.0,53.10822,28280
seda,2015,208.0,4.0,51.49888,33500
seda,2017,270.0,6.0,51.49888,32690
seda,2008,219.0,6.0,41.84284,23100
cupe,2015,272.0,4.0,46.67086,44520
SUV 4 portas,2015,176.0,4.0,46.67086,26640
seda,2015,272.0,4.0,48.2802,45615
picape cabine dupla,2009,210.0,6.0,30.57746,32360
seda,2014,138.0,4.0,61.15492,14645
seda,1990,150.0,6.0,38.62416,2000
conversivel,1992,94.0,4.0,46.67086,2000
seda,2002,130.0,4.0,45.06152,14975
SUV 4 portas,2017,141.0,4.0,49.88954,21465
seda,1999,132.0,4.0,53.10822,2000
picape cabine estendida,2016,159.0,4.0,33.79614,25185
SUV 4 portas,2016,170.0,4.0,53.10822,28730
SUV 4 portas,2015,182.0,4.0,41.84284,26800
seda,2004,205.0,6.0,37.01482,27619
picape cabine estendida,2016,285.0,6.0,35.40548,35370
hatchback 4 portas,2017,155.0,4.0,59.54558,22245
seda,2015,145.0,4.0,61.15492,18250
SUV 4 portas,2017,279.0,6.0,43.45218,40770
perua,2013,170.0,5.0,53.10822,20595
minivan de passageiros,1990,138.0,4.0,32.1868,2000
seda,2015,288.0,6.0,41.84284,31335
SUV 4 portas,2016,240.0,4.0,45.06152,38950
conversivel,2009,150.0,5.0,45.06152,26990
conversivel,2017,455.0,8.0,40.2335,69195
SUV 2 portas,1993,160.0,6.0,33.79614,2000
minivan de passageiros,2016,276.0,6.0,38.62416,32700
SUV 4 portas,2015,176.0,4.0,46.67086,29850
SUV 4 portas,2016,355.0,8.0,35.40548,52700
SUV 4 portas,2017,194.0,4.0,48.2802,29030
van de carga,2012,225.0,8.0,27.35878,26630
seda,2000,200.0,6.0,37.01482,2241
SUV 4 portas,2014,185.0,4.0,49.88954,23120
perua,2009,235.0,6.0,40.2335,32900
seda,2015,138.0,4.0,53.10822,21345
seda,2015,429.0,8.0,37.01482,68750
picape cabine estendida,2003,120.0,4.0,40.2335,18120
conversivel,2000,115.0,4.0,45.06152,2473
conversivel,2016,300.0,6.0,38.62416,57500
SUV 4 portas,2011,177.0,4.0,43.45218,32320
hatchback 2 portas,2015,210.0,4.0,48.2802,29775
seda,2015,328.0,6.0,46.67086,43650
seda,2015,145.0,4.0,59.54558,21700
SUV 4 portas,2016,270.0,6.0,38.62416,42375
seda,1999,190.0,5.0,40.2335,2286
minivan de passageiros,2003,200.0,6.0,35.40548,27870
minivan de passageiros,1998,150.0,6.0,38.62416,2000
SUV 4 portas,1998,95.0,4.0,38.62416,2019
SUV 4 portas,2016,240.0,4.0,41.84284,39585
seda,2017,268.0,4.0,48.2802,45995
perua,2016,170.0,4.0,56.3269,24995
cupe,2004,140.0,4.0,53.10822,14930
seda,2013,283.0,6.0,46.67086,25695
cupe,2016,332.0,6.0,41.84284,38370
SUV 4 portas,2015,264.0,4.0,43.45218,31250
SUV 4 portas,2012,332.0,8.0,37.01482,60285
picape cabine simples,2017,285.0,6.0,35.40548,39280
SUV 4 portas,2017,290.0,6.0,40.2335,30790
hatchback 2 portas,2011,162.0,4.0,45.06152,24699
SUV 4 portas,2016,288.0,6.0,35.40548,42145
seda,2007,306.0,6.0,38.62416,31450
perua,2009,155.0,4.0,48.2802,20720
hatchback 4 portas,2017,174.0,4.0,64.3736,22800
cupe,2017,467.0,8.0,40.2335,64165
conversivel,2016,455.0,8.0,40.2335,48300
SUV 4 portas,2016,185.0,4.0,49.88954,25845
seda,2006,155.0,4.0,45.06152,14999
seda,2016,200.0,4.0,51.49888,31570
perua,2012,122.0,4.0,49.88954,18680
SUV 4 portas,2014,317.0,8.0,28.96812,52860
van de passageiros,2012,225.0,8.0,25.74944,31200
SUV 4 portas,2013,402.0,8.0,32.1868,58800
SUV 4 portas,1997,190.0,6.0,27.35878,2397
seda,2015,150.0,4.0,74.02964,21640
cupe,1996,150.0,4.0,46.67086,2000
SUV 4 portas,1997,255.0,8.0,27.35878,2468
cupe,1997,115.0,4.0,56.3269,2000
cupe,2016,240.0,4.0,56.3269,32850
conversivel,2016,455.0,8.0,40.2335,43300
SUV 4 portas,2015,182.0,4.0,40.2335,27950
SUV Conversível,2003,127.0,4.0,37.01482,19580
conversivel,2008,210.0,6.0,41.84284,30710
cupe,2017,375.0,8.0,37.01482,39890
seda,2012,218.0,6.0,46.67086,33100
SUV 4 portas,2009,252.0,6.0,38.62416,28580
perua,2013,158.0,4.0,45.06152,19210
cupe,2001,275.0,8.0,40.2335,40436
perua,2014,268.0,6.0,41.84284,29770
seda,2016,259.0,4.0,43.45218,34325
cupe,2003,140.0,4.0,48.2802,14030
seda,2015,311.0,6.0,46.67086,38000
SUV 2 portas,1993,165.0,6.0,32.1868,2000
seda,2016,268.0,4.0,49.88954,56285
SUV 4 portas,2015,175.0,4.0,53.10822,25195
seda,2017,186.0,4.0,56.3269,34450
SUV 4 portas,2016,281.0,6.0,35.40548,31205
SUV 4 portas,2007,291.0,6.0,32.1868,31550
seda,2016,429.0,8.0,37.01482,61500
minivan de passageiros,1996,161.0,4.0,32.1868,2304
seda,2015,160.0,4.0,64.3736,23170
seda,2016,310.0,6.0,49.88954,54450
seda,2013,200.0,4.0,53.10822,26195
perua,2008,253.0,6.0,37.01482,34150
minivan de passageiros,2017,169.0,4.0,43.45218,30215
SUV 4 portas,2015,290.0,6.0,40.2335,30495
seda,2000,300.0,8.0,35.40548,3965
cupe,2001,200.0,4.0,40.2335,23600
seda,2017,147.0,4.0,54.71756,16490
picape cabine dupla,2012,403.0,8.0,28.96812,69640
hatchback 4 portas,1992,152.0,4.0,38.62416,2000
picape cabine dupla,2015,355.0,8.0,37.01482,49665
van de passageiros,1994,155.0,6.0,27.35878,2000
seda,2017,305.0,6.0,41.84284,47515
seda,2017,184.0,4.0,57.93624,21995
SUV 4 portas,2017,280.0,6.0,43.45218,33030
hatchback 2 portas,2004,240.0,6.0,38.62416,29100
seda,2015,180.0,4.0,72.4203,39000
seda,2017,212.0,4.0,75.63898,29605
conversivel,2015,300.0,6.0,49.88954,54900
SUV 4 portas,2016,303.0,6.0,41.84284,41550
SUV 4 portas,2017,194.0,4.0,40.2335,34450
SUV 4 portas,2017,284.0,6.0,43.45218,42070
conversivel,2015,332.0,6.0,38.62416,45270
picape cabine estendida,2017,285.0,6.0,35.40548,42075
picape cabine simples,2017,285.0,6.0,35.40548,39160
seda,2017,241.0,4.0,49.88954,43675
cupe,1996,230.0,6.0,35.40548,2283
minivan de passageiros,2006,201.0,6.0,33.79614,26615
seda,2015,150.0,4.0,69.20162,41050
seda,1992,90.0,4.0,46.67086,2000
picape cabine estendida,2016,200.0,4.0,43.45218,27305
perua,2013,268.0,6.0,40.2335,31120
SUV 4 portas,2011,297.0,6.0,38.62416,36600
seda,1995,225.0,6.0,41.84284,2000
SUV 4 portas,2016,280.0,6.0,45.06152,50485
SUV 4 portas,2003,185.0,6.0,35.40548,23820
SUV 4 portas,2017,300.0,6.0,38.62416,59600
seda,2015,170.0,4.0,57.93624,24375
hatchback 4 portas,2016,292.0,4.0,49.88954,35650
picape cabine estendida,2015,152.0,4.0,37.01482,21970
SUV 4 portas,2016,170.0,4.0,51.49888,28795
picape cabine dupla,2010,239.0,5.0,28.96812,36355
seda,2015,138.0,4.0,59.54558,13990
SUV 4 portas,2002,205.0,6.0,30.57746,23300
seda,2017,310.0,6.0,49.88954,36065
seda,2016,268.0,6.0,49.88954,40450
SUV 4 portas,2015,445.0,8.0,35.40548,72900
SUV 4 portas,2016,240.0,4.0,41.84284,45955
perua,2008,253.0,6.0,35.40548,36195
seda,2003,175.0,6.0,43.45218,21690
seda,1993,150.0,6.0,38.62416,2000
hatchback 4 portas,2016,137.0,4.0,61.15492,14995
SUV 4 portas,2016,290.0,6.0,38.62416,36250
cupe,2006,157.0,4.0,48.2802,21025
seda,1990,138.0,4.0,41.84284,2000
minivan de passageiros,2016,248.0,6.0,45.06152,38050
cupe,2006,157.0,4.0,48.2802,20360
cupe,2016,335.0,6.0,45.06152,50675
perua,2011,155.0,4.0,51.49888,18720
hatchback 4 portas,2017,197.0,4.0,51.49888,21610
van de carga,1996,145.0,6.0,20.92142,2000
picape cabine dupla,2017,285.0,6.0,35.40548,39870
SUV 2 portas,1992,230.0,8.0,24.1401,2000
conversivel,2014,240.0,4.0,54.71756,48950
seda,2011,150.0,4.0,51.49888,16479
cupe,2015,200.0,4.0,48.2802,24900
seda,2011,220.0,4.0,45.06152,43435
seda,2016,138.0,4.0,67.59228,20195
minivan de passageiros,2015,276.0,6.0,40.2335,36300
SUV 4 portas,2017,181.0,4.0,40.2335,24490
seda,2016,160.0,4.0,57.93624,19595
cupe,1991,170.0,6.0,38.62416,2000
hatchback 2 portas,2013,200.0,4.0,53.10822,25300
SUV 4 portas,2016,283.0,6.0,38.62416,28395
cupe,1994,135.0,4.0,41.84284,2000
SUV 4 portas,2007,245.0,6.0,33.79614,37295
picape cabine estendida,2007,285.0,8.0,28.96812,27580
hatchback 4 portas,2015,192.0,4.0,49.88954,33315
SUV 4 portas,2007,291.0,6.0,32.1868,28950
cupe,2016,460.0,8.0,46.67086,60400
picape cabine simples,2016,285.0,6.0,38.62416,34465
SUV 4 portas,2017,290.0,6.0,41.84284,45950
SUV 4 portas,2017,281.0,6.0,35.40548,36100
seda,2017,231.0,4.0,46.67086,38620
picape cabine simples,2004,202.0,6.0,28.96812,22985
seda,1991,150.0,8.0,35.40548,2000
hatchback 2 portas,1995,63.0,4.0,61.15492,2000
SUV 2 portas,1992,155.0,6.0,32.1868,2000
SUV 4 portas,2017,148.0,4.0,48.2802,20995
cupe,2006,242.0,6.0,41.84284,24930
van de passageiros,2016,285.0,8.0,25.74944,37500
picape cabine dupla,2013,320.0,8.0,33.79614,44580
SUV 4 portas,2008,285.0,6.0,32.1868,33945
SUV 4 portas,2017,283.0,6.0,38.62416,29795
SUV 4 portas,2009,264.0,6.0,38.62416,29420
SUV 4 portas,2007,252.0,6.0,33.79614,27549
seda,2015,178.0,4.0,56.3269,26150
seda,2000,132.0,4.0,49.88954,2044
hatchback 2 portas,2015,220.0,4.0,54.71756,29280
SUV 4 portas,2015,325.0,6.0,38.62416,36400
SUV 4 portas,2012,297.0,6.0,38.62416,37200
picape cabine estendida,1991,143.0,6.0,32.1868,2000
minivan de carga,2003,185.0,6.0,38.62416,22440
SUV 2 portas,1995,205.0,8.0,25.74944,2474
hatchback 4 portas,2016,138.0,4.0,53.10822,21495
picape cabine dupla,2015,355.0,8.0,35.40548,50850
SUV 4 portas,2015,281.0,6.0,38.62416,33975
hatchback 2 portas,2015,101.0,4.0,64.3736,18700
SUV 4 portas,2016,308.0,6.0,37.01482,48840
seda,2010,160.0,4.0,48.2802,21599
minivan de passageiros,2016,266.0,6.0,37.01482,34180
seda,2017,147.0,4.0,61.15492,19200
perua,2006,203.0,6.0,35.40548,28355
conversivel,2015,170.0,4.0,51.49888,30425
SUV 4 portas,2017,281.0,6.0,35.40548,38650
cupe,2015,205.0,4.0,49.88954,24590
seda,2016,188.0,4.0,65.98294,26480
minivan de carga,2003,190.0,6.0,28.96812,24450
SUV 4 portas,2014,317.0,8.0,30.57746,42680
perua,2008,182.0,6.0,41.84284,18895
picape cabine simples,2008,215.0,6.0,30.57746,22150
SUV 4 portas,2009,166.0,4.0,38.62416,23585
picape cabine estendida,2007,295.0,8.0,30.57746,30755
perua,2010,268.0,6.0,30.57746,49300
picape cabine simples,2004,202.0,6.0,28.96812,23830
SUV 4 portas,2015,180.0,4.0,45.06152,25155
picape cabine simples,2015,285.0,6.0,38.62416,26670
SUV 4 portas,2017,420.0,8.0,35.40548,65965
picape cabine dupla,2017,355.0,8.0,32.1868,55605
seda,1992,140.0,6.0,41.84284,2000
seda,2016,168.0,4.0,49.88954,21995
SUV 4 portas,2014,308.0,6.0,38.62416,45255
cupe,2015,272.0,4.0,46.67086,40445
SUV 4 portas,2015,290.0,6.0,40.2335,34250
cupe,2014,200.0,4.0,54.71756,28500
picape cabine simples,1998,119.0,4.0,38.62416,2432
picape cabine dupla,2011,403.0,8.0,28.96812,67350
seda,1990,165.0,6.0,40.2335,2000
hatchback 4 portas,1997,185.0,4.0,40.2335,2000
seda,2015,328.0,6.0,43.45218,38950
SUV 4 portas,2010,297.0,6.0,37.01482,35200
minivan de passageiros,2017,296.0,6.0,43.45218,46170
picape cabine simples,1991,125.0,6.0,27.35878,2000
picape cabine dupla,2016,278.0,6.0,32.1868,32460
hatchback 4 portas,2014,278.0,6.0,45.06152,37240
picape cabine dupla,2016,305.0,6.0,41.84284,26510
picape cabine estendida,2015,355.0,8.0,35.40548,43450
SUV 4 portas,2015,264.0,4.0,38.62416,33000
picape cabine simples,1992,180.0,6.0,27.35878,2000
hatchback 2 portas,2015,170.0,4.0,53.10822,25885
picape cabine dupla,2016,355.0,8.0,35.40548,41890
van de carga,2016,285.0,8.0,25.74944,33915
conversivel,2017,460.0,8.0,40.2335,64450
picape cabine dupla,2015,325.0,6.0,41.84284,41670
picape cabine dupla,2011,332.0,8.0,37.01482,39095
hatchback 2 portas,2016,220.0,4.0,53.10822,30620
picape cabine dupla,2007,300.0,8.0,25.74944,41525
picape cabine estendida,2017,381.0,8.0,27.35878,34340
seda,2016,178.0,4.0,62.76426,24140
seda,2015,184.0,4.0,59.54558,21190
seda,2008,145.0,4.0,48.2802,17935
picape cabine estendida,2007,295.0,8.0,27.35878,30550
SUV 4 portas,2010,166.0,4.0,40.2335,22635
picape cabine simples,1997,220.0,8.0,27.35878,2862
seda,2015,185.0,4.0,57.93624,30195
hatchback 4 portas,2017,188.0,4.0,51.49888,20250
picape cabine dupla,2012,261.0,6.0,30.57746,29550
seda,1991,130.0,4.0,41.84284,2000
SUV 2 portas,2004,190.0,6.0,30.57746,21055
van de carga,1996,145.0,6.0,20.92142,2000
perua,2015,302.0,6.0,43.45218,59000
picape cabine dupla,2017,381.0,8.0,27.35878,50030
picape cabine estendida,2004,231.0,8.0,27.35878,26460
seda,2016,330.0,6.0,38.62416,53500
cupe,2015,240.0,4.0,53.10822,42750
seda,2016,288.0,6.0,43.45218,29540
hatchback 2 portas,2008,172.0,6.0,38.62416,22770
SUV 4 portas,2015,261.0,6.0,35.40548,23660
perua,2009,192.0,6.0,41.84284,22295
minivan de passageiros,2017,169.0,4.0,43.45218,25585
seda,2011,227.0,6.0,43.45218,33130
hatchback 2 portas,2011,265.0,6.0,40.2335,29089
SUV 4 portas,2014,273.0,6.0,35.40548,34070
minivan de passageiros,2006,201.0,6.0,37.01482,26250
cupe,2015,173.0,4.0,53.10822,18590
SUV 2 portas,2001,190.0,6.0,28.96812,25170
SUV 4 portas,2003,217.0,8.0,22.53076,38350
SUV 4 portas,2016,265.0,6.0,41.84284,44400
conversivel,2014,306.0,6.0,43.45218,47140
cupe,2016,485.0,8.0,37.01482,37995
cupe,1993,74.0,4.0,54.71756,2000
hatchback 4 portas,2012,168.0,4.0,46.67086,21345
hatchback 2 portas,2016,170.0,4.0,54.71756,21350
SUV 4 portas,2017,182.0,4.0,45.06152,32670
seda,2014,173.0,4.0,46.67086,20595
SUV 4 portas,2015,281.0,6.0,37.01482,38295
seda,2016,138.0,4.0,56.3269,17545
cupe,1990,144.0,6.0,30.57746,2000
